kredi stoku,credit stock; credit volume
kredi dilimi,credit tranche
kredili işlem,credit transaction
kredi değerliliği,creditworthiness
çay,creek
cağlık,creel
sünme uysallığı,creep compliance
sünme kopması,creep failure
sünme toparlanması,creep recovery
yavaş gelişen afet,creeping disaster; slow onset disaster
Stokes akışı,creeping flow; Stokes flow
iğneli su tahtakuruları,creeping water bugs
kıvamlı İngiliz kreması,crème anglaise collée
krem leger,creme legere; light cream
krem muslin,creme mousseline; mousseline cream
çikolata kreması,cremeux
kırma anadili,creole; creole language
kreozot,creosote
krep tavası,crepe pan; crêpe pan
krep baskı,crepe printing
krep ipliği,crepe yarn
alacakaranlık ışınları,crepuscular rays
krezol,cresol
bahçe teresi,cress; garden cress
kret,crest
tepe oranı,crest factor; peak factor
tepe ölçeği,crest gauge
kret uzunluğu,crest length; length of dam
doruk hattı,crest line
doruk hattı,crest line
kıvrım doruk çizgisi,crest line; crestal line; crestline
kıvrım doruğu,crest point
tepe düşey eğrisi,crest vertical curve; vertical curve of crown
doruk,crest; peak
doruk,crest; peak; summit
kıvrım doruk yüzeyi,crestal plane; crestal surface
kıvrım tepe yüzeyi,crestal plane; crestal surface
otlak ayrığı,crested wheat grass; crested wheatgrass; fairway crested wheat grass
hotozlanma,cresting; fasciation
Kretase,Cretaceous
buzul yarığı,crevasse
çatlak korozyonu,crevice corrosion
kokpit,crew compartment; cockpit; flight station compartment; flight crew compartment; flight compartment
hâkim yaka,crew neck
uçuş kaynak yönetimi,crew resource management; cockpit resource management; flightdeck management
yemlik,crib; feeding trough; feeding tub; headboard; manger
düzkanatlılar,crickets; grasshoppers; locusts
kıvrım,crimp
lif kıvrımı,crimp
kıvrımlı lif uzunluğu,crimped fiber length
keten çiçeği,crimson flax; flowering flax; red flax; scarlet flax
Krinivirüs,Crinivirus
kriz yönetim ekibi,crisis management team
kıtır,crisp
belgin küme,crisp set
kıtırlık,crispiness; crispness
çapraz geçiş algoritması,criss-cross algorithm
mitokondri kristası,crista; cristae mitochondriales
kristobalit,cristobalite
ölçüt,criterion
en iyinin en iyisi,criterion of optimism; maximax criterion
kötünün en iyisi ölçütü,criterion of pessimism; maximin criterion
kritik faaliyet,critical activity
kritik açı,critical angle
kritik yansıma açısı,critical angle; limiting angle
kritik frekans bandı,"critical band, critical bandwidth"
kritik burkulma yükü,critical buckling load; Euler buckling load
kritik zincir yöntemi,critical chain project management
kritik kontrol noktası,critical control point
kritik sönümlenme,critical damping
hassas veriler,critical data
kritik kusur,critical defect
kritik yoğunluk,critical density
kritik derinlik,critical depth
kritik evre,critical developmental period; critical period
kritik seyrelme hızı,critical dilution rate
kritik hata,critical error
kritik tesis,critical facility; lifeline
kritik akış,critical flow
kritik ısı akısı,critical flux
kritik kırılma tokluğu,critical fracture toughness
kritik frekans,critical frequency
kritik yaşam alanı,critical habitat
yaşamsal altyapı,critical infrastructure
kritik limit,critical limit
kritik kütle,critical mass
kritik nem içeriği,critical moisture content
kritik nötron akısı,critical neutron flux
minimum oksijen derişimi,critical oxygen concentration; limiting oxygen concentration; minimum oxygen concentration
kritik yol yöntemi,critical path method
kritik pH,critical pH
ucu ucuna düzlemsel çizge,critical planar graph
kritik nokta,critical point
kritik nokta,critical point; critical state
kritik basınç,critical pressure
kritik oran kuralı,critical ratio rule
dengedeki reaktör,critical reactor
kritik bölge,critical region
kalıntı makaslama dayanımı,critical shear strength; residual shear strength; steady-state strength
kritik devir,critical speed
kritik başarı faktörü,critical success factor
kritik sıcaklık,critical temperature
kritik sıcaklık,critical temperature
kritik değer,critical value
kritik hız,critical velocity
kritik hacim,critical volume
kritik dalga boyu,critical wavelength
kritik bölge,critical zone
kritik derece tehlikedeki tür,critically endangered species
müşteri ilişkileri yönetimi,CRM; customer relationship management
krokmetre,crockmeter; rubbing fastness tester
krokodil,crocodile
çiğdem,crocus
kruvasan,croissant
eğrilik,crookedness
düğmelenme,crop buttoning
bitki katsayısı,crop coefficient
bitki deseni,crop pattern; plant pattern; vegetation pattern
ürün rotasyonu,crop rotation
seyreltme makinesi,crop thinning machine; down-the-row thinner; singler; thinner
bitki su gereksinimi,crop water requirement
pencere içine alma,"cropping, image cropping"
krokan,croquant
krokombuş,croquembouche
kroket,croquet; croquette
patates kroket,croquette potatoe
aks,cross
istavroz,cross
çapraz koridor,cross aisle; lateral aisle
çapraz katmanlanma,cross bedding; crossbedding; diagonal bedding; false bedding; foreset bedding; oblique bedding
retret,cross bill; redraft
çapraz bağ,cross bracing; lateral cross-bracing
çapraz kat,cross coat; double hard-coat
çapraz bulaşma,cross contamination
çapraz sevkiyat,cross docking
kasis,cross drain; crossdrain
çapraz entropi,cross entropy
sönümlü geçiş,cross fading
enine fay,cross fault; transversal fault
çapraz akış,cross flow
çapraz akışlı ısı değiştirici,cross flow heat exchanger
alıcı verici kuyular,cross hole
birbiriyle uyuşmazlık,cross incompatibility
enine derz,cross joint; transverse joint
katman etkileşimli tasarım,cross layer design
raylar arasında kot farkı,cross level; crosslevel
çapraz bağlanma,cross linkage; cross linking
çapraz kutuplanma,cross polarization
yabancı tozlaşma,cross pollination
çapraz spektrum yoğunluğu,cross power spectral density; cross spectral density
dış çarpım,cross product; outer product; vector product
vektörel çarpım,cross product; vector product
koruyucu aşılama,cross protection; preventive inoculation; protective inoculation
çapraz başvuru,cross reference
jeolojik kesit düzlemi,cross section surface
çapraz atış,cross shots
çapraz toplamlar indeksi,cross totals index
çapraz ticaret,cross trades
yan rüzgâr,cross wind; crosswind
çaprazlama,cross; genetic cross
çapraz çevirici,cross-assembler
sınır ötesi bağlantı,cross-border connection
melez koyun ırkı,crossbred ewe; crossbred sheep breed; crossed ewe
melez yapağı,crossbred wool
melezleme,crossbreeding; hybridization
çifte sağlama,cross-check
çapraz derleyici,cross-compiler
atlama kablosu,cross-connection; jumper
karşılıklı korelasyon,cross-correlation
kesesiye galeri,crosscut
rekup,cross-cut
spiral dişli çark mekanizması,crossed helical gear mechanism
çapraz esneklik,cross-elasticity of demand; cross-price elasticity of demand; cross elasticity
çapraz entropi kaybı,"cross-entropy loss, log loss"
karşılaşma yeri geçidi,cross-field pit
fonksiyonlar arası takım,cross-functional team
çaprazkafa,crosshead; piston rod crosshead
çapraz kuyu akustik testi,crosshole acoustic testing; crosshole acoustical testing; crosshole sonic logging
alıcı verici kuyu yöntemi,cross-hole method; cross-well method
yatay uygulama yazılımı,cross-industry software; horizontal market software; horizontal software; productivity software
kesişme sayısı,crossing number
çapraz bağlı nişasta,cross-linked modified starch
çapraz nötrleştirme testi,cross-neutralization test
saçak yüzgeçliler,crossopterygians
geçiş basıncı,cross-over pressure
çaprazlama,crossover; transposition
çok platformlu,cross-platform
çaprazlama anahtar,cross-point switch; crossbar switch; matrix switch
çapraz çarpım oranı,cross-product ratio
kesit,cross-section
meşcere profili,cross-section of a stand; stand profil
akarsu enkesiti,cross-section of a stream; stream cross section
baraj enkesiti,cross-section of dam; dam cross-section
kesitsel analiz,cross-sectional analysis; cross-section analysis
kesitsel veriler,cross-sectional data
kesitli görüntüleme,cross-sectional imaging
kesit iç kuvvetleri,cross-sectional internal forces
yaygınlık çalışması,cross-sectional study; prevalence study; transversal study
haç biçimli,cross-shaped
çapraz spektrum,"cross-spectrum, cross-power spectrum"
çapraz girişim,crosstalk
travers,crosstie; railroad tie; railway sleeper; railway tie; sleeper
enine tarayıcı,cross-track scanner
çapraz geçerlilik sınaması,cross-validation
yaya geçidi,crosswalk; pedestrian crossing
collik,crotalaria; golden yellow sweet pea; rattle box
sağrı yüksekliği,croup height; rump height
kruton,crouton
kavlak süngüsü,crowbar; pry bar; wrecking bar
kitle katılımlı taşımacılık,"crowd logistics, crowdsourcing logistics, crowdshipping"
dışlama etkisi,crowding out effect
kitle kaynaklı çalışma,crowdsourcing
heyelan tacı,crown
tepe çökmesi,crown collapse
taç eterleri,crown ethers
taç yangını,crown fire
tepe formu,crown form
taç tümörü,crown gall
kravn camı,crown glass
yolun tepe noktası,crown of profile
tepe izdüşümü,crown projection
obur alma,crown suckering; desuckering; suckering
tepe tacı,crown; plant crown
yüksük,crucible
potalı fırın,crucible furnace; pot furnace; kettle furnace
haçsı bölünme,cruciform nuclear division
ham kül,crude ash
ham petrol gemisi,crude carrier; crude oil carrier; crude oil tanker
ham selüloz,crude cellulose
ham yağ,crude fat; ether extract
ham lif,crude fiber; residue fiber; Weende cellulose
pik demir,crude iron; pig cast iron; pig iron
ham petrol,crude oil; crude petroleum
ham pirina yağı,crude olive pomace oil
ham protein,crude protein
ham çelik,crude steel; raw steel
krudite,crudités
seyir yüksekliği,cruise altitude; cruising altitude
seyir tırmanışı,cruise climb; drift up
lüks yolcu gemisi,cruise liner; cruise ship
kruvazör,cruiser
karpuz kıç,cruiser stern
lastik kırıntısı,crumb rubber; rubber crumb
ufalanma,crumbling; disintegration
kırmataş,crushed stone
konkase domates,crushed tomato
konkasör,crusher; crushing machine; stone crusher
kompresör,crushing compressor
beton ezilmesi,crushing of concrete
yarı mamul kuru deri,crust leather
yerkabuğu,crust; Earth’s crust
kabuklu kardioaktif peptit,crustacean cardioactive peptide
kabuksu liken,crustose lichen
çakıldak temizliği,crutching; dagging
çakıldak,crutchings; dag; daggings
Güneyhaçı Takımyıldızı,Crux; Southern Cross
kriyobiyoloji,cryobiology
dondurarak kurutma,cryodesiccation; freeze drying; lyophilization
kriyojen madde,cryogen
kriyojenik sıvılarla dondurma,cryogenic freezing
kriyojeni,cryogenics
Kriyojeniyen,Cryogenium
kriyoloji,cryology
dondurarak muhafaza,cryopreservation
donma koruyucu madde,cryopreservative; cryoprotectant
kriyoskopi,cryoscopy
buzküre,cryosphere
kriyostat,cryostat
sürekli don toprağı,cryotic soil; pergelisol; permafrost; permafrost soil
kriptantlar,cryptands
örtük büyüme,cryptic growth
kriptokristal,cryptocrystal
kriptokristalli doku,cryptocrystalline texture; microaphanitic texture
kayaboşluğu liken,cryptoendolithic lichen
kriptogram,cryptogram
mesaj özütü,cryptographic hash; message digest
şifreleme anahtarı,cryptographic key; encryption key; encipherment key; enciphering key
kriptografi,cryptography
kriptoloji,cryptology
kriptonefridial sistem,cryptonephridial system
saklı bitki,cryptophyte
kriptorşizm,cryptorchidism
Krispovirüs,Cryspovirus
kristal,crystal
kristal bağ,crystal bond
kuvartz saat,crystal controlled clock; quartz clock
kristal kontrollü salınıcı,crystal controlled oscillator; quartz oscillator
kristal kusuru,crystal defect; crystallographic defect; lattice defect
dendrit,crystal dendrite; dendrite
kristal yüzeyi,crystal face
kristal ailesi,crystal family
kristal alanı,crystal field
kristal alan kuramı,crystal field theory
kristal yüzdürme,crystal flotation
kesme cam,crystal glass; cut glass
kristal kayması,crystal gliding; translation gliding
kristalcik,crystal grain; crystallite
kristal büyümesi,crystal growth; crystalline growth
kristal zamk,crystal gum
kristal şekli,crystal habit
kristal indisleri,crystal indices; hkl indices; Miller indices
kristal örgü,crystal lattice
kristalli karıştırıcı,crystal mixer
kristal tohumu,crystal nucleus; seed crystal
kristal kumtaşı,crystal sandstone
kristal çökelimi,crystal sedimentation; crystal settling
kristal yapısı,crystal structure; crystalline structure
kristal sistemi,crystal system; lattice system
kristal ikizlenmesi,crystal twinning; twinning
göz merceği,crystallin lens; eye lens; lens of the eye
kristalin,crystalline
kristalin karbonat,crystalline carbonate
kristalin kireçtaşı,crystalline limestone; sedimentary marble
